review_id,review_status,review_reason,source_table,source_row_number,source_school_name,source_state,source_degree_type,school_id,school_name,match_score,second_match_score,recommended_action,created_date,resolved_date,resolution_notes
aamc_msar_mcat_dates_csv_166_memorial_university_of_newfoundland_faculty_of_medicine_no_compatible_active_school,open,no_compatible_active_school,aamc_msar_mcat_dates.csv,166,Memorial University of Newfoundland Faculty of Medicine,NL,MD,,,0,0,review source match,2026-06-05,,
aamc_msar_mcat_dates_csv_167_dalhousie_university_faculty_of_medicine_no_compatible_active_school,open,no_compatible_active_school,aamc_msar_mcat_dates.csv,167,Dalhousie University Faculty of Medicine,NS,MD,,,0,0,review source match,2026-06-05,,
aamc_msar_mcat_dates_csv_168_mcmaster_university_michael_g_degroote_school_of_medicine_no_compatible_active_school,open,no_compatible_active_school,aamc_msar_mcat_dates.csv,168,McMaster University Michael G. DeGroote School of Medicine,ON,MD,,,0,0,review source match,2026-06-05,,
aamc_msar_mcat_dates_csv_170_queen_s_university_faculty_of_health_sciences_no_compatible_active_school,open,no_compatible_active_school,aamc_msar_mcat_dates.csv,170,Queen's University Faculty of Health Sciences,ON,MD,,,0,0,review source match,2026-06-05,,
aamc_msar_mcat_dates_csv_171_the_university_of_western_ontario_schulich_school_of_medicine_dentistry_no_compatible_active_school,open,no_compatible_active_school,aamc_msar_mcat_dates.csv,171,The University of Western Ontario - Schulich School of Medicine & Dentistry,ON,MD,,,0,0,review source match,2026-06-05,,
aamc_msar_mcat_dates_csv_174_university_of_toronto_temerty_faculty_of_medicine_no_compatible_active_school,open,no_compatible_active_school,aamc_msar_mcat_dates.csv,174,University of Toronto Temerty Faculty of Medicine,ON,MD,,,0,0,review source match,2026-06-05,,
aamc_msar_mcat_dates_csv_176_university_of_saskatchewan_college_of_medicine_no_compatible_active_school,open,no_compatible_active_school,aamc_msar_mcat_dates.csv,176,University of Saskatchewan College of Medicine,SK,MD,,,0,0,review source match,2026-06-05,,
aamc_msar_mcat_dates_csv_17_university_of_california_los_angeles_david_geffen_school_of_medicine_ambiguous_match_gap,open,ambiguous_match_gap,aamc_msar_mcat_dates.csv,17,"University of California, Los Angeles David Geffen School of Medicine",CA,MD,md_university_of_california_san_diego_school_of_medicine_san_diego_california,"University of California, San Diego School of Medicine",0.826,0.819,review source match,2026-06-05,,
aamc_msar_mcat_dates_csv_55_louisiana_state_university_school_of_medicine_in_new_orleans_below_safe_threshold,open,below_safe_threshold,aamc_msar_mcat_dates.csv,55,Louisiana State University School of Medicine in New Orleans,LA,MD,md_louisiana_state_university_school_of_medicine_in_shreveport_shreveport_louisiana,Louisiana State University School of Medicine in Shreveport,0.867,0.689,review source match,2026-06-05,,
aamc_msar_mcat_dates_csv_5_arizona_state_university_school_of_medicine_and_advanced_medical_engineering_somme__below_safe_threshold,open,below_safe_threshold,aamc_msar_mcat_dates.csv,5,Arizona State University School of Medicine and Advanced Medical Engineering (SOMME),AZ,MD,md_arizona_state_university_john_shufeldt_school_of_medicine_and_medical_engineerin,Arizona State University John Shufeldt School of Medicine and Medical Engineering,0.846,0.598,review source match,2026-06-05,,
aamc_msar_mcat_dates_csv_65_central_michigan_university_college_of_medicine_below_safe_threshold,open,below_safe_threshold,aamc_msar_mcat_dates.csv,65,Central Michigan University College of Medicine,MI,MD,md_covenant_healthcare_college_of_medicine_at_central_michigan_university_mount_ple,Covenant HealthCare College of Medicine at Central Michigan University,0.815,0.783,review source match,2026-06-05,,
aamc_msar_mcat_dates_csv_6_university_of_arizona_college_of_medicine_ambiguous_match_gap,open,ambiguous_match_gap,aamc_msar_mcat_dates.csv,6,University of Arizona College of Medicine,AZ,MD,md_university_of_arizona_college_of_medicine_tucson_tucson_arizona,University of Arizona College of Medicine - Tucson,0.909,0.897,review source match,2026-06-05,,
aamc_msar_mcat_dates_csv_81_university_of_north_carolina_at_chapel_hill_school_of_medicine_below_safe_threshold,open,below_safe_threshold,aamc_msar_mcat_dates.csv,81,University of North Carolina at Chapel Hill School of Medicine,NC,MD,md_university_of_north_carolina_school_of_medicine_chapel_hill_north_carolina,University of North Carolina School of Medicine,0.872,0.747,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_111_northeast_ohio_medical_university_below_safe_threshold,open,below_safe_threshold,aamc_msar_mission_statements.csv,111,Northeast Ohio Medical University,OH,MD,md_northeast_ohio_medical_university_college_of_medicine_rootstown_ohio,Northeast Ohio Medical University College of Medicine,0.795,0.648,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_121_pennsylvania_state_university_college_of_medicine_ambiguous_match_gap,open,ambiguous_match_gap,aamc_msar_mission_statements.csv,121,Pennsylvania State University College of Medicine,PA,MD,md_drexel_university_college_of_medicine_philadelphia_pennsylvania,Drexel University College of Medicine,0.75,0.74,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_122_perelman_school_of_medicine_at_the_university_of_pennsylvania_below_safe_threshold,open,below_safe_threshold,aamc_msar_mission_statements.csv,122,Perelman School of Medicine at the University of Pennsylvania,PA,MD,md_raymond_and_ruth_perelman_school_of_medicine_at_the_university_of_pennsylvania_p,Raymond and Ruth Perelman School of Medicine at the University of Pennsylvania,0.881,0.706,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_125_ponce_health_sciences_university_school_of_medicine_no_compatible_active_school,open,no_compatible_active_school,aamc_msar_mission_statements.csv,125,Ponce Health Sciences University School of Medicine,PR,MD,,,0,0,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_126_san_juan_bautista_school_of_medicine_no_compatible_active_school,open,no_compatible_active_school,aamc_msar_mission_statements.csv,126,San Juan Bautista School of Medicine,PR,MD,,,0,0,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_127_universidad_central_del_caribe_school_of_medicine_no_compatible_active_school,open,no_compatible_active_school,aamc_msar_mission_statements.csv,127,Universidad Central del Caribe School of Medicine,PR,MD,,,0,0,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_128_university_of_puerto_rico_school_of_medicine_no_compatible_active_school,open,no_compatible_active_school,aamc_msar_mission_statements.csv,128,University of Puerto Rico School of Medicine,PR,MD,,,0,0,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_131_university_of_south_carolina_school_of_medicine_columbia_ambiguous_match_gap,open,ambiguous_match_gap,aamc_msar_mission_statements.csv,131,University of South Carolina School of Medicine Columbia,SC,MD,md_university_of_south_carolina_school_of_medicine_greenville_greenville_south_caro,"University of South Carolina School of Medicine, Greenville",0.843,0.82,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_135_meharry_medical_college_low_match_score,open,low_match_score,aamc_msar_mission_statements.csv,135,Meharry Medical College,TN,MD,md_meharry_medical_college_school_of_medicine_nashville_tennessee,Meharry Medical College School of Medicine,0.742,0.474,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_139_anne_burnett_marion_school_of_medicine_at_tcu_below_safe_threshold,open,below_safe_threshold,aamc_msar_mission_statements.csv,139,Anne Burnett Marion School of Medicine at TCU,TX,MD,md_anne_burnett_marion_school_of_medicine_at_texas_christian_university_fort_worth_,Anne Burnett Marion School of Medicine at Texas Christian University,0.772,0.551,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_140_baylor_college_of_medicine_below_safe_threshold,open,below_safe_threshold,aamc_msar_mission_statements.csv,140,Baylor College of Medicine,TX,MD,md_baylor_college_of_medicine_school_of_medicine_houston_texas,Baylor College of Medicine School of Medicine,0.868,0.557,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_141_mcgovern_medical_school_at_the_university_of_texas_health_science_center_at_houston_below_safe_threshold,open,below_safe_threshold,aamc_msar_mission_statements.csv,141,McGovern Medical School at the University of Texas Health Science Center at Houston,TX,MD,md_texas_tech_university_health_sciences_center_school_of_medicine_lubbock_texas,Texas Tech University Health Sciences Center School of Medicine,0.785,0.727,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_142_texas_a_m_university_school_of_medicine_below_safe_threshold,open,below_safe_threshold,aamc_msar_mission_statements.csv,142,Texas A&M University School of Medicine,TX,MD,md_the_university_of_texas_at_tyler_school_of_medicine_tyler_texas,The University of Texas at Tyler School of Medicine,0.865,0.81,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_146_the_university_of_texas_health_science_center_at_san_antonio_joe_r_and_teresa_lozano_long_school_of_medicine_below_safe_threshold,open,below_safe_threshold,aamc_msar_mission_statements.csv,146,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,TX,MD,md_the_university_of_texas_at_san_antonio_joe_r_and_teresa_lozano_long_school_of_me,The University of Texas at San Antonio Joe R. and Teresa Lozano Long School of Medicine,0.863,0.755,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_153_eastern_virginia_medical_school_low_match_score,open,low_match_score,aamc_msar_mission_statements.csv,153,Eastern Virginia Medical School,VA,MD,md_virginia_tech_carilion_school_of_medicine_roanoke_virginia,Virginia Tech Carilion School of Medicine,0.725,0.721,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_164_university_of_british_columbia_faculty_of_medicine_no_compatible_active_school,open,no_compatible_active_school,aamc_msar_mission_statements.csv,164,University of British Columbia Faculty of Medicine,BC,MD,,,0,0,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_165_max_rady_college_of_medicine_rady_faculty_of_health_sciences_university_of_manitoba_no_compatible_active_school,open,no_compatible_active_school,aamc_msar_mission_statements.csv,165,"Max Rady College of Medicine, Rady Faculty of Health Sciences, University of Manitoba",MB,MD,,,0,0,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_166_memorial_university_of_newfoundland_faculty_of_medicine_no_compatible_active_school,open,no_compatible_active_school,aamc_msar_mission_statements.csv,166,Memorial University of Newfoundland Faculty of Medicine,NL,MD,,,0,0,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_167_dalhousie_university_faculty_of_medicine_no_compatible_active_school,open,no_compatible_active_school,aamc_msar_mission_statements.csv,167,Dalhousie University Faculty of Medicine,NS,MD,,,0,0,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_168_mcmaster_university_michael_g_degroote_school_of_medicine_no_compatible_active_school,open,no_compatible_active_school,aamc_msar_mission_statements.csv,168,McMaster University Michael G. DeGroote School of Medicine,ON,MD,,,0,0,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_169_northern_ontario_school_of_medicine_no_compatible_active_school,open,no_compatible_active_school,aamc_msar_mission_statements.csv,169,Northern Ontario School of Medicine,ON,MD,,,0,0,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_170_queen_s_university_faculty_of_health_sciences_no_compatible_active_school,open,no_compatible_active_school,aamc_msar_mission_statements.csv,170,Queen's University Faculty of Health Sciences,ON,MD,,,0,0,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_171_the_university_of_western_ontario_schulich_school_of_medicine_dentistry_no_compatible_active_school,open,no_compatible_active_school,aamc_msar_mission_statements.csv,171,The University of Western Ontario - Schulich School of Medicine & Dentistry,ON,MD,,,0,0,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_172_toronto_metropolitan_university_school_of_medicine_no_compatible_active_school,open,no_compatible_active_school,aamc_msar_mission_statements.csv,172,Toronto Metropolitan University School of Medicine,ON,MD,,,0,0,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_173_university_of_ottawa_faculty_of_medicine_no_compatible_active_school,open,no_compatible_active_school,aamc_msar_mission_statements.csv,173,University of Ottawa Faculty of Medicine,ON,MD,,,0,0,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_174_university_of_toronto_temerty_faculty_of_medicine_no_compatible_active_school,open,no_compatible_active_school,aamc_msar_mission_statements.csv,174,University of Toronto Temerty Faculty of Medicine,ON,MD,,,0,0,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_175_universite_de_montreal_faculty_of_medicine_no_compatible_active_school,open,no_compatible_active_school,aamc_msar_mission_statements.csv,175,Universite de Montreal Faculty of Medicine,QC,MD,,,0,0,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_176_university_of_saskatchewan_college_of_medicine_no_compatible_active_school,open,no_compatible_active_school,aamc_msar_mission_statements.csv,176,University of Saskatchewan College of Medicine,SK,MD,,,0,0,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_17_university_of_california_los_angeles_david_geffen_school_of_medicine_ambiguous_match_gap,open,ambiguous_match_gap,aamc_msar_mission_statements.csv,17,"University of California, Los Angeles David Geffen School of Medicine",CA,MD,md_university_of_california_san_diego_school_of_medicine_san_diego_california,"University of California, San Diego School of Medicine",0.826,0.819,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_55_louisiana_state_university_school_of_medicine_in_new_orleans_below_safe_threshold,open,below_safe_threshold,aamc_msar_mission_statements.csv,55,Louisiana State University School of Medicine in New Orleans,LA,MD,md_louisiana_state_university_school_of_medicine_in_shreveport_shreveport_louisiana,Louisiana State University School of Medicine in Shreveport,0.867,0.689,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_5_arizona_state_university_school_of_medicine_and_advanced_medical_engineering_somme__below_safe_threshold,open,below_safe_threshold,aamc_msar_mission_statements.csv,5,Arizona State University School of Medicine and Advanced Medical Engineering (SOMME),AZ,MD,md_arizona_state_university_john_shufeldt_school_of_medicine_and_medical_engineerin,Arizona State University John Shufeldt School of Medicine and Medical Engineering,0.846,0.598,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_65_central_michigan_university_college_of_medicine_below_safe_threshold,open,below_safe_threshold,aamc_msar_mission_statements.csv,65,Central Michigan University College of Medicine,MI,MD,md_covenant_healthcare_college_of_medicine_at_central_michigan_university_mount_ple,Covenant HealthCare College of Medicine at Central Michigan University,0.815,0.783,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_6_university_of_arizona_college_of_medicine_ambiguous_match_gap,open,ambiguous_match_gap,aamc_msar_mission_statements.csv,6,University of Arizona College of Medicine,AZ,MD,md_university_of_arizona_college_of_medicine_tucson_tucson_arizona,University of Arizona College of Medicine - Tucson,0.909,0.897,review source match,2026-06-05,,
aamc_msar_mission_statements_csv_81_university_of_north_carolina_at_chapel_hill_school_of_medicine_below_safe_threshold,open,below_safe_threshold,aamc_msar_mission_statements.csv,81,University of North Carolina at Chapel Hill School of Medicine,NC,MD,md_university_of_north_carolina_school_of_medicine_chapel_hill_north_carolina,University of North Carolina School of Medicine,0.872,0.747,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_14_arizona_state_university_school_of_medicine_and_advanced_medical_engineering_somme__below_safe_threshold,open,below_safe_threshold,aamc_msar_premed_course_requirements.csv,14,Arizona State University School of Medicine and Advanced Medical Engineering (SOMME),AZ,MD,md_arizona_state_university_john_shufeldt_school_of_medicine_and_medical_engineerin,Arizona State University John Shufeldt School of Medicine and Medical Engineering,0.846,0.598,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_15_arizona_state_university_school_of_medicine_and_advanced_medical_engineering_somme__below_safe_threshold,open,below_safe_threshold,aamc_msar_premed_course_requirements.csv,15,Arizona State University School of Medicine and Advanced Medical Engineering (SOMME),AZ,MD,md_arizona_state_university_john_shufeldt_school_of_medicine_and_medical_engineerin,Arizona State University John Shufeldt School of Medicine and Medical Engineering,0.846,0.598,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_167_louisiana_state_university_school_of_medicine_in_new_orleans_below_safe_threshold,open,below_safe_threshold,aamc_msar_premed_course_requirements.csv,167,Louisiana State University School of Medicine in New Orleans,LA,MD,md_louisiana_state_university_school_of_medicine_in_shreveport_shreveport_louisiana,Louisiana State University School of Medicine in Shreveport,0.867,0.689,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_168_louisiana_state_university_school_of_medicine_in_new_orleans_below_safe_threshold,open,below_safe_threshold,aamc_msar_premed_course_requirements.csv,168,Louisiana State University School of Medicine in New Orleans,LA,MD,md_louisiana_state_university_school_of_medicine_in_shreveport_shreveport_louisiana,Louisiana State University School of Medicine in Shreveport,0.867,0.689,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_16_arizona_state_university_school_of_medicine_and_advanced_medical_engineering_somme__below_safe_threshold,open,below_safe_threshold,aamc_msar_premed_course_requirements.csv,16,Arizona State University School of Medicine and Advanced Medical Engineering (SOMME),AZ,MD,md_arizona_state_university_john_shufeldt_school_of_medicine_and_medical_engineerin,Arizona State University John Shufeldt School of Medicine and Medical Engineering,0.846,0.598,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_17_arizona_state_university_school_of_medicine_and_advanced_medical_engineering_somme__below_safe_threshold,open,below_safe_threshold,aamc_msar_premed_course_requirements.csv,17,Arizona State University School of Medicine and Advanced Medical Engineering (SOMME),AZ,MD,md_arizona_state_university_john_shufeldt_school_of_medicine_and_medical_engineerin,Arizona State University John Shufeldt School of Medicine and Medical Engineering,0.846,0.598,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_18_arizona_state_university_school_of_medicine_and_advanced_medical_engineering_somme__below_safe_threshold,open,below_safe_threshold,aamc_msar_premed_course_requirements.csv,18,Arizona State University School of Medicine and Advanced Medical Engineering (SOMME),AZ,MD,md_arizona_state_university_john_shufeldt_school_of_medicine_and_medical_engineerin,Arizona State University John Shufeldt School of Medicine and Medical Engineering,0.846,0.598,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_19_arizona_state_university_school_of_medicine_and_advanced_medical_engineering_somme__below_safe_threshold,open,below_safe_threshold,aamc_msar_premed_course_requirements.csv,19,Arizona State University School of Medicine and Advanced Medical Engineering (SOMME),AZ,MD,md_arizona_state_university_john_shufeldt_school_of_medicine_and_medical_engineerin,Arizona State University John Shufeldt School of Medicine and Medical Engineering,0.846,0.598,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_20_arizona_state_university_school_of_medicine_and_advanced_medical_engineering_somme__below_safe_threshold,open,below_safe_threshold,aamc_msar_premed_course_requirements.csv,20,Arizona State University School of Medicine and Advanced Medical Engineering (SOMME),AZ,MD,md_arizona_state_university_john_shufeldt_school_of_medicine_and_medical_engineerin,Arizona State University John Shufeldt School of Medicine and Medical Engineering,0.846,0.598,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_210_central_michigan_university_college_of_medicine_below_safe_threshold,open,below_safe_threshold,aamc_msar_premed_course_requirements.csv,210,Central Michigan University College of Medicine,MI,MD,md_covenant_healthcare_college_of_medicine_at_central_michigan_university_mount_ple,Covenant HealthCare College of Medicine at Central Michigan University,0.815,0.783,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_211_central_michigan_university_college_of_medicine_below_safe_threshold,open,below_safe_threshold,aamc_msar_premed_course_requirements.csv,211,Central Michigan University College of Medicine,MI,MD,md_covenant_healthcare_college_of_medicine_at_central_michigan_university_mount_ple,Covenant HealthCare College of Medicine at Central Michigan University,0.815,0.783,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_21_arizona_state_university_school_of_medicine_and_advanced_medical_engineering_somme__below_safe_threshold,open,below_safe_threshold,aamc_msar_premed_course_requirements.csv,21,Arizona State University School of Medicine and Advanced Medical Engineering (SOMME),AZ,MD,md_arizona_state_university_john_shufeldt_school_of_medicine_and_medical_engineerin,Arizona State University John Shufeldt School of Medicine and Medical Engineering,0.846,0.598,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_22_arizona_state_university_school_of_medicine_and_advanced_medical_engineering_somme__below_safe_threshold,open,below_safe_threshold,aamc_msar_premed_course_requirements.csv,22,Arizona State University School of Medicine and Advanced Medical Engineering (SOMME),AZ,MD,md_arizona_state_university_john_shufeldt_school_of_medicine_and_medical_engineerin,Arizona State University John Shufeldt School of Medicine and Medical Engineering,0.846,0.598,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_233_university_of_north_carolina_at_chapel_hill_school_of_medicine_below_safe_threshold,open,below_safe_threshold,aamc_msar_premed_course_requirements.csv,233,University of North Carolina at Chapel Hill School of Medicine,NC,MD,md_university_of_north_carolina_school_of_medicine_chapel_hill_north_carolina,University of North Carolina School of Medicine,0.872,0.747,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_23_arizona_state_university_school_of_medicine_and_advanced_medical_engineering_somme__below_safe_threshold,open,below_safe_threshold,aamc_msar_premed_course_requirements.csv,23,Arizona State University School of Medicine and Advanced Medical Engineering (SOMME),AZ,MD,md_arizona_state_university_john_shufeldt_school_of_medicine_and_medical_engineerin,Arizona State University John Shufeldt School of Medicine and Medical Engineering,0.846,0.598,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_24_arizona_state_university_school_of_medicine_and_advanced_medical_engineering_somme__below_safe_threshold,open,below_safe_threshold,aamc_msar_premed_course_requirements.csv,24,Arizona State University School of Medicine and Advanced Medical Engineering (SOMME),AZ,MD,md_arizona_state_university_john_shufeldt_school_of_medicine_and_medical_engineerin,Arizona State University John Shufeldt School of Medicine and Medical Engineering,0.846,0.598,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_25_arizona_state_university_school_of_medicine_and_advanced_medical_engineering_somme__below_safe_threshold,open,below_safe_threshold,aamc_msar_premed_course_requirements.csv,25,Arizona State University School of Medicine and Advanced Medical Engineering (SOMME),AZ,MD,md_arizona_state_university_john_shufeldt_school_of_medicine_and_medical_engineerin,Arizona State University John Shufeldt School of Medicine and Medical Engineering,0.846,0.598,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_26_university_of_arizona_college_of_medicine_ambiguous_match_gap,open,ambiguous_match_gap,aamc_msar_premed_course_requirements.csv,26,University of Arizona College of Medicine,AZ,MD,md_university_of_arizona_college_of_medicine_tucson_tucson_arizona,University of Arizona College of Medicine - Tucson,0.909,0.897,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_27_university_of_arizona_college_of_medicine_ambiguous_match_gap,open,ambiguous_match_gap,aamc_msar_premed_course_requirements.csv,27,University of Arizona College of Medicine,AZ,MD,md_university_of_arizona_college_of_medicine_tucson_tucson_arizona,University of Arizona College of Medicine - Tucson,0.909,0.897,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_28_university_of_arizona_college_of_medicine_ambiguous_match_gap,open,ambiguous_match_gap,aamc_msar_premed_course_requirements.csv,28,University of Arizona College of Medicine,AZ,MD,md_university_of_arizona_college_of_medicine_tucson_tucson_arizona,University of Arizona College of Medicine - Tucson,0.909,0.897,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_29_university_of_arizona_college_of_medicine_ambiguous_match_gap,open,ambiguous_match_gap,aamc_msar_premed_course_requirements.csv,29,University of Arizona College of Medicine,AZ,MD,md_university_of_arizona_college_of_medicine_tucson_tucson_arizona,University of Arizona College of Medicine - Tucson,0.909,0.897,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_30_university_of_arizona_college_of_medicine_ambiguous_match_gap,open,ambiguous_match_gap,aamc_msar_premed_course_requirements.csv,30,University of Arizona College of Medicine,AZ,MD,md_university_of_arizona_college_of_medicine_tucson_tucson_arizona,University of Arizona College of Medicine - Tucson,0.909,0.897,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_312_northeast_ohio_medical_university_below_safe_threshold,open,below_safe_threshold,aamc_msar_premed_course_requirements.csv,312,Northeast Ohio Medical University,OH,MD,md_northeast_ohio_medical_university_college_of_medicine_rootstown_ohio,Northeast Ohio Medical University College of Medicine,0.795,0.648,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_313_northeast_ohio_medical_university_below_safe_threshold,open,below_safe_threshold,aamc_msar_premed_course_requirements.csv,313,Northeast Ohio Medical University,OH,MD,md_northeast_ohio_medical_university_college_of_medicine_rootstown_ohio,Northeast Ohio Medical University College of Medicine,0.795,0.648,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_314_northeast_ohio_medical_university_below_safe_threshold,open,below_safe_threshold,aamc_msar_premed_course_requirements.csv,314,Northeast Ohio Medical University,OH,MD,md_northeast_ohio_medical_university_college_of_medicine_rootstown_ohio,Northeast Ohio Medical University College of Medicine,0.795,0.648,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_31_university_of_arizona_college_of_medicine_ambiguous_match_gap,open,ambiguous_match_gap,aamc_msar_premed_course_requirements.csv,31,University of Arizona College of Medicine,AZ,MD,md_university_of_arizona_college_of_medicine_tucson_tucson_arizona,University of Arizona College of Medicine - Tucson,0.909,0.897,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_345_pennsylvania_state_university_college_of_medicine_ambiguous_match_gap,open,ambiguous_match_gap,aamc_msar_premed_course_requirements.csv,345,Pennsylvania State University College of Medicine,PA,MD,md_drexel_university_college_of_medicine_philadelphia_pennsylvania,Drexel University College of Medicine,0.75,0.74,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_346_pennsylvania_state_university_college_of_medicine_ambiguous_match_gap,open,ambiguous_match_gap,aamc_msar_premed_course_requirements.csv,346,Pennsylvania State University College of Medicine,PA,MD,md_drexel_university_college_of_medicine_philadelphia_pennsylvania,Drexel University College of Medicine,0.75,0.74,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_347_pennsylvania_state_university_college_of_medicine_ambiguous_match_gap,open,ambiguous_match_gap,aamc_msar_premed_course_requirements.csv,347,Pennsylvania State University College of Medicine,PA,MD,md_drexel_university_college_of_medicine_philadelphia_pennsylvania,Drexel University College of Medicine,0.75,0.74,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_348_pennsylvania_state_university_college_of_medicine_ambiguous_match_gap,open,ambiguous_match_gap,aamc_msar_premed_course_requirements.csv,348,Pennsylvania State University College of Medicine,PA,MD,md_drexel_university_college_of_medicine_philadelphia_pennsylvania,Drexel University College of Medicine,0.75,0.74,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_349_pennsylvania_state_university_college_of_medicine_ambiguous_match_gap,open,ambiguous_match_gap,aamc_msar_premed_course_requirements.csv,349,Pennsylvania State University College of Medicine,PA,MD,md_drexel_university_college_of_medicine_philadelphia_pennsylvania,Drexel University College of Medicine,0.75,0.74,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_350_pennsylvania_state_university_college_of_medicine_ambiguous_match_gap,open,ambiguous_match_gap,aamc_msar_premed_course_requirements.csv,350,Pennsylvania State University College of Medicine,PA,MD,md_drexel_university_college_of_medicine_philadelphia_pennsylvania,Drexel University College of Medicine,0.75,0.74,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_351_pennsylvania_state_university_college_of_medicine_ambiguous_match_gap,open,ambiguous_match_gap,aamc_msar_premed_course_requirements.csv,351,Pennsylvania State University College of Medicine,PA,MD,md_drexel_university_college_of_medicine_philadelphia_pennsylvania,Drexel University College of Medicine,0.75,0.74,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_352_pennsylvania_state_university_college_of_medicine_ambiguous_match_gap,open,ambiguous_match_gap,aamc_msar_premed_course_requirements.csv,352,Pennsylvania State University College of Medicine,PA,MD,md_drexel_university_college_of_medicine_philadelphia_pennsylvania,Drexel University College of Medicine,0.75,0.74,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_353_pennsylvania_state_university_college_of_medicine_ambiguous_match_gap,open,ambiguous_match_gap,aamc_msar_premed_course_requirements.csv,353,Pennsylvania State University College of Medicine,PA,MD,md_drexel_university_college_of_medicine_philadelphia_pennsylvania,Drexel University College of Medicine,0.75,0.74,review source match,2026-06-05,,
aamc_msar_premed_course_requirements_csv_354_perelman_school_of_medicine_at_the_university_of_pennsylvania_below_safe_threshold,open,below_safe_threshold,aamc_msar_premed_course_requirements.csv,354,Perelman School of Medicine at the University of Pennsylvania,PA,MD,md_raymond_and_ruth_perelman_school_of_medicine_at_the_university_of_pennsylvania_p,Raymond and Ruth Perelman School of Medicine at the University of Pennsylvania,0.881,0.706,review source match,2026-06-05,,
