school_id,school_name,degree_type,candidate_source_url,source_status,extraction_status,review_status,last_checked,notes
md_spencer_fox_eccles_school_of_medicine_at_the_university_of_utah_salt_lake_city_u,Spencer Fox Eccles School of Medicine at the University of Utah,MD,,,,,,
md_robert_larner_m_d_college_of_medicine_at_the_university_of_vermont_burlington_ve,"Robert Larner, M.D. College of Medicine at the University of Vermont",MD,,,,,,
md_university_of_virginia_school_of_medicine_charlottesville_virginia,University of Virginia School of Medicine,MD,,,,,,
md_eastern_virginia_medical_school_at_old_dominion_university_norfolk_virginia,Eastern Virginia Medical School at Old Dominion University,MD,,,,,,
md_virginia_commonwealth_university_school_of_medicine_richmond_virginia,Virginia Commonwealth University School of Medicine,MD,,,,,,
md_virginia_tech_carilion_school_of_medicine_roanoke_virginia,Virginia Tech Carilion School of Medicine,MD,,,,,,
md_university_of_washington_school_of_medicine_seattle_washington,University of Washington School of Medicine,MD,,,,,,
md_washington_state_university_elson_s_floyd_college_of_medicine_spokane_washington,Washington State University Elson S. Floyd College of Medicine,MD,,,,,,
md_marshall_university_joan_c_edwards_school_of_medicine_huntington_west_virginia,Marshall University Joan C. Edwards School of Medicine,MD,,,,,,
md_west_virginia_university_school_of_medicine_morgantown_west_virginia,West Virginia University School of Medicine,MD,,,,,,
md_university_of_wisconsin_school_of_medicine_and_public_health_madison_wisconsin,University of Wisconsin School of Medicine and Public Health,MD,,,,,,
md_medical_college_of_wisconsin_milwaukee_wisconsin,Medical College of Wisconsin,MD,,,,,,
